source_file,dataset_tier,origin_raw,origin_iata,dest_raw,dest_iata,route,airline_raw,airline_standardized,flight_number,travel_date,departure_time,arrival_time,duration_raw,duration_minutes,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,search_timestamp,lead_time_days,is_defunct_carrier
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,IndiGo,IndiGo,,2019-06-24,02:00,,,,Economy,5636.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-06,09:40,,,,Economy,13014.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-04-01,08:25,,,,Economy,7064.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-24,20:25,,,,Economy,10703.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-05-27,13:15,,,,Economy,9646.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-03-06,02:15,,,,Economy,17057.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,New Delhi,DEL,BLR-DEL,Jet Airways,Jet Airways,,2019-03-12,16:55,,,,Economy,13817.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-03-06,05:55,,,,Economy,13748.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Air India,Air India,,2019-04-21,20:45,,,,Economy,4880.0,,,,,False
Data_Train.csv,2019_historical_precovid,Chennai,MAA,Kolkata,CCU,MAA-CCU,IndiGo,IndiGo,,2019-06-21,05:15,,,,Economy,3540.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,SpiceJet,SpiceJet,,2019-05-15,05:55,,,,Economy,3257.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,Jet Airways,Jet Airways,,2019-06-03,19:50,,,,Economy,6478.0,,,,,True
Data_Train.csv,2019_historical_precovid,Mumbai,BOM,Hyderabad,HYD,BOM-HYD,Jet Airways,Jet Airways,,2019-06-18,07:05,,,,Economy,8040.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-12,20:00,,,,Economy,14300.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-15,08:25,,,,Economy,14781.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-06-09,20:00,,,,Economy,14939.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-24,20:55,,,,Economy,10262.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Air India,Air India,,2019-05-12,14:35,,,,Economy,6528.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,Air India,Air India,,2019-05-01,06:10,,,,Economy,6121.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-05-18,19:30,,,,Economy,13029.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-03-27,11:40,,,,Economy,11421.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-03-27,04:45,,,,Economy,7574.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-05-09,12:55,,,,Economy,11596.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-05-24,23:05,,,,Economy,15129.0,,,,,True
Data_Train.csv,2019_historical_precovid,Banglore,BLR,New Delhi,DEL,BLR-DEL,Jet Airways,Jet Airways,,2019-03-18,14:05,,,,Economy,13555.0,,,,,True
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,IndiGo,IndiGo,,2019-04-12,18:55,,,,Economy,5780.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Vistara,Vistara,,2019-05-12,20:20,,,,Economy,9397.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-03-06,18:15,,,,Economy,17024.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,GoAir,GoAir,,2019-06-27,07:00,,,,Economy,5281.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-05-18,07:05,,,,Economy,10348.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-03-06,17:20,,,,Economy,12677.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-03-03,15:25,,,,Economy,15147.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,Vistara,Vistara,,2019-06-12,07:00,,,,Economy,4668.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-05-09,07:05,,,,Economy,15554.0,,,,,True
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,SpiceJet,SpiceJet,,2019-04-09,05:55,,,,Economy,3971.0,,,,,False
Data_Train.csv,2019_historical_precovid,Mumbai,BOM,Hyderabad,HYD,BOM-HYD,Air India,Air India,,2019-05-03,15:00,,,,Economy,3100.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-06,20:00,,,,Economy,9663.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-03-01,23:00,,,,Economy,27430.0,,,,,False
Data_Train.csv,2019_historical_precovid,Chennai,MAA,Kolkata,CCU,MAA-CCU,IndiGo,IndiGo,,2019-05-12,05:15,,,,Economy,3540.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Air India,Air India,,2019-05-21,12:00,,,,Economy,10676.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-06-12,14:05,,,,Economy,13044.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-06,20:00,,,,Economy,14388.0,,,,,True
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,IndiGo,IndiGo,,2019-06-24,04:00,,,,Economy,3943.0,,,,,False
Data_Train.csv,2019_historical_precovid,Chennai,MAA,Kolkata,CCU,MAA-CCU,IndiGo,IndiGo,,2019-06-03,14:45,,,,Economy,3597.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,New Delhi,DEL,BLR-DEL,Air India,Air India,,2019-03-21,11:50,,,,Economy,5932.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-15,11:30,,,,Economy,10262.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Vistara,Vistara,,2019-05-12,14:40,,,,Economy,6216.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,IndiGo,IndiGo,,2019-06-15,20:25,,,,Economy,4804.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-05-21,11:30,,,,Economy,14067.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-05-18,19:10,,,,Economy,15129.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-06,06:45,,,,Economy,13376.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-06-27,22:00,,,,Economy,10441.0,,,,,False
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,Jet Airways,Jet Airways,,2019-05-24,06:00,,,,Economy,4030.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-03-03,08:00,,,,Economy,17024.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-04-09,17:30,,,,Economy,13017.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,GoAir,GoAir,,2019-06-06,23:30,,,,Economy,6686.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,IndiGo,IndiGo,,2019-06-15,02:00,,,,Economy,5636.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,IndiGo,IndiGo,,2019-06-09,07:35,,,,Economy,6442.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-05-21,13:05,,,,Economy,9486.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-21,20:00,,,,Economy,10844.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-03,20:00,,,,Economy,15318.0,,,,,True
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Air India,Air India,,2019-04-03,12:30,,,,Economy,5117.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,IndiGo,IndiGo,,2019-06-24,15:10,,,,Economy,6147.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Multiple carriers,Multiple Carriers,,2019-06-09,12:50,,,,Economy,7005.0,,,,,False
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,SpiceJet,SpiceJet,,2019-04-03,22:20,,,,Economy,3873.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-03-21,18:25,,,,Economy,9270.0,,,,,True
Data_Train.csv,2019_historical_precovid,Banglore,BLR,Delhi,DEL,BLR-DEL,GoAir,GoAir,,2019-06-27,11:40,,,,Economy,3898.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-12,08:25,,,,Economy,14781.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Jet Airways,Jet Airways,,2019-05-24,20:00,,,,Economy,8586.0,,,,,True
Data_Train.csv,2019_historical_precovid,Kolkata,CCU,Banglore,BLR,CCU-BLR,Air India,Air India,,2019-05-09,08:20,,,,Economy,10697.0,,,,,False
Data_Train.csv,2019_historical_precovid,Delhi,DEL,Cochin,COK,DEL-COK,Jet Airways,Jet Airways,,2019-06-27,20:00,,,,Economy,14300.0,,,,,True
